file_path,text,emotion,speaker_id,raw_emotion,original_folder,original_file,dataset
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_nag_neutral.wav,nag,neutral,oaf,neutral,OAF_neutral,OAF_nag_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_wife_happy.wav,wife,happiness,oaf,happy,OAF_happy,OAF_wife_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_king_sad.wav,king,sadness,oaf,sad,OAF_Sad,OAF_king_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_mill_sad.wav,mill,sadness,oaf,sad,OAF_Sad,OAF_mill_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_rush_neutral.wav,rush,neutral,oaf,neutral,OAF_neutral,OAF_rush_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_lid_disgust.wav,lid,disgust,oaf,disgust,OAF_disgust,OAF_lid_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_loaf_ps.wav,loaf,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_loaf_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_check_fear.wav,check,fear,oaf,fear,OAF_Fear,OAF_check_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_time_ps.wav,time,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_time_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_dip_angry.wav,dip,anger,oaf,angry,OAF_angry,OAF_dip_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_rat_fear.wav,rat,fear,oaf,fear,OAF_Fear,OAF_rat_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_bought_disgust.wav,bought,disgust,oaf,disgust,OAF_disgust,OAF_bought_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_sheep_sad.wav,sheep,sadness,oaf,sad,OAF_Sad,OAF_sheep_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_kick_ps.wav,kick,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_kick_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_dead_ps.wav,dead,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_dead_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_dip_happy.wav,dip,happiness,oaf,happy,OAF_happy,OAF_dip_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_luck_neutral.wav,luck,neutral,oaf,neutral,OAF_neutral,OAF_luck_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_mess_neutral.wav,mess,neutral,oaf,neutral,OAF_neutral,OAF_mess_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_wheat_angry.wav,wheat,anger,oaf,angry,OAF_angry,OAF_wheat_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_void_disgust.wav,void,disgust,oaf,disgust,OAF_disgust,OAF_void_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_take_neutral.wav,take,neutral,oaf,neutral,OAF_neutral,OAF_take_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_take_sad.wav,take,sadness,oaf,sad,OAF_Sad,OAF_take_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_bar_ps.wav,bar,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_bar_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_learn_angry.wav,learn,anger,oaf,angry,OAF_angry,OAF_learn_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_name_sad.wav,name,sadness,oaf,sad,OAF_Sad,OAF_name_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_get_angry.wav,get,anger,oaf,angry,OAF_angry,OAF_get_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_shout_angry.wav,shout,anger,oaf,angry,OAF_angry,OAF_shout_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_wire_fear.wav,wire,fear,oaf,fear,OAF_Fear,OAF_wire_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_pass_ps.wav,pass,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_pass_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\YAF_angry\YAF_lose_angry.wav,lose,anger,yaf,angry,YAF_angry,YAF_lose_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_door_ps.wav,door,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_door_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_mode_ps.wav,mode,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_mode_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_bean_sad.wav,bean,sadness,oaf,sad,OAF_Sad,OAF_bean_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\YAF_sad\YAF_youth_sad.wav,youth,sadness,yaf,sad,YAF_sad,YAF_youth_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_lid_fear.wav,lid,fear,oaf,fear,OAF_Fear,OAF_lid_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_turn_angry.wav,turn,anger,oaf,angry,OAF_angry,OAF_turn_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_rot_happy.wav,rot,happiness,oaf,happy,OAF_happy,OAF_rot_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_cheek_sad.wav,cheek,sadness,oaf,sad,OAF_Sad,OAF_cheek_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_vine_disgust.wav,vine,disgust,oaf,disgust,OAF_disgust,OAF_vine_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_laud_fear.wav,laud,fear,oaf,fear,OAF_Fear,OAF_laud_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_voice_happy.wav,voice,happiness,oaf,happy,OAF_happy,OAF_voice_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_choice_sad.wav,choice,sadness,oaf,sad,OAF_Sad,OAF_choice_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_tip_ps.wav,tip,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_tip_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_search_disgust.wav,search,disgust,oaf,disgust,OAF_disgust,OAF_search_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_tough_ps.wav,tough,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_tough_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_gun_fear.wav,gun,fear,oaf,fear,OAF_Fear,OAF_gun_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_tape_fear.wav,tape,fear,oaf,fear,OAF_Fear,OAF_tape_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_thought_fear.wav,thought,fear,oaf,fear,OAF_Fear,OAF_thought_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_sure_ps.wav,sure,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_sure_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_food_disgust.wav,food,disgust,oaf,disgust,OAF_disgust,OAF_food_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\YAF_disgust\YAF_youth_disgust.wav,youth,disgust,yaf,disgust,YAF_disgust,YAF_youth_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_third_sad.wav,third,sadness,oaf,sad,OAF_Sad,OAF_third_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_rush_sad.wav,rush,sadness,oaf,sad,OAF_Sad,OAF_rush_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_perch_ps.wav,perch,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_perch_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_get_ps.wav,get,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_get_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_wife_sad.wav,wife,sadness,oaf,sad,OAF_Sad,OAF_wife_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_puff_fear.wav,puff,fear,oaf,fear,OAF_Fear,OAF_puff_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_road_ps.wav,road,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_road_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_gas_neutral.wav,gas,neutral,oaf,neutral,OAF_neutral,OAF_gas_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_third_disgust.wav,third,disgust,oaf,disgust,OAF_disgust,OAF_third_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_half_angry.wav,half,anger,oaf,angry,OAF_angry,OAF_half_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_bought_happy.wav,bought,happiness,oaf,happy,OAF_happy,OAF_bought_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_sell_fear.wav,sell,fear,oaf,fear,OAF_Fear,OAF_sell_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_nice_disgust.wav,nice,disgust,oaf,disgust,OAF_disgust,OAF_nice_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_met_ps.wav,met,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_met_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_name_angry.wav,name,anger,oaf,angry,OAF_angry,OAF_name_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_came_sad.wav,came,sadness,oaf,sad,OAF_Sad,OAF_came_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_met_angry.wav,met,anger,oaf,angry,OAF_angry,OAF_met_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_calm_fear.wav,calm,fear,oaf,fear,OAF_Fear,OAF_calm_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_food_happy.wav,food,happiness,oaf,happy,OAF_happy,OAF_food_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_jail_disgust.wav,jail,disgust,oaf,disgust,OAF_disgust,OAF_jail_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_keg_neutral.wav,keg,neutral,oaf,neutral,OAF_neutral,OAF_keg_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_make_disgust.wav,make,disgust,oaf,disgust,OAF_disgust,OAF_make_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_said_fear.wav,said,fear,oaf,fear,OAF_Fear,OAF_said_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_mouse_neutral.wav,mouse,neutral,oaf,neutral,OAF_neutral,OAF_mouse_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_keg_happy.wav,keg,happiness,oaf,happy,OAF_happy,OAF_keg_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_tool_disgust.wav,tool,disgust,oaf,disgust,OAF_disgust,OAF_tool_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_life_disgust.wav,life,disgust,oaf,disgust,OAF_disgust,OAF_life_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\YAF_angry\YAF_mob_angry.wav,mob,anger,yaf,angry,YAF_angry,YAF_mob_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_yes_sad.wav,yes,sadness,oaf,sad,OAF_Sad,OAF_yes_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_pool_angry.wav,pool,anger,oaf,angry,OAF_angry,OAF_pool_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_calm_sad.wav,calm,sadness,oaf,sad,OAF_Sad,OAF_calm_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_lose_disgust.wav,lose,disgust,oaf,disgust,OAF_disgust,OAF_lose_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_raid_fear.wav,raid,fear,oaf,fear,OAF_Fear,OAF_raid_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_sub_ps.wav,sub,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_sub_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_join_happy.wav,join,happiness,oaf,happy,OAF_happy,OAF_join_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_shout_disgust.wav,shout,disgust,oaf,disgust,OAF_disgust,OAF_shout_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_third_angry.wav,third,anger,oaf,angry,OAF_angry,OAF_third_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\YAF_neutral\YAF_mob_neutral.wav,mob,neutral,yaf,neutral,YAF_neutral,YAF_mob_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_hash_neutral.wav,hash,neutral,oaf,neutral,OAF_neutral,OAF_hash_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_thumb_ps.wav,thumb,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_thumb_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_book_disgust.wav,book,disgust,oaf,disgust,OAF_disgust,OAF_book_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_sail_ps.wav,sail,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_sail_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_rose_angry.wav,rose,anger,oaf,angry,OAF_angry,OAF_rose_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_rot_ps.wav,rot,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_rot_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_shawl_neutral.wav,shawl,neutral,oaf,neutral,OAF_neutral,OAF_shawl_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_met_sad.wav,met,sadness,oaf,sad,OAF_Sad,OAF_met_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_talk_ps.wav,talk,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_talk_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_hire_happy.wav,hire,happiness,oaf,happy,OAF_happy,OAF_hire_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_should_neutral.wav,should,neutral,oaf,neutral,OAF_neutral,OAF_should_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_soup_sad.wav,soup,sadness,oaf,sad,OAF_Sad,OAF_soup_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_youth_angry.wav,youth,anger,oaf,angry,OAF_angry,OAF_youth_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_chalk_happy.wav,chalk,happiness,oaf,happy,OAF_happy,OAF_chalk_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_yearn_fear.wav,yearn,fear,oaf,fear,OAF_Fear,OAF_yearn_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_late_happy.wav,late,happiness,oaf,happy,OAF_happy,OAF_late_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\YAF_happy\YAF_mob_happy.wav,mob,happiness,yaf,happy,YAF_happy,YAF_mob_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_lose_sad.wav,lose,sadness,oaf,sad,OAF_Sad,OAF_lose_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_bought_angry.wav,bought,anger,oaf,angry,OAF_angry,OAF_bought_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_seize_angry.wav,seize,anger,oaf,angry,OAF_angry,OAF_seize_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_lot_happy.wav,lot,happiness,oaf,happy,OAF_happy,OAF_lot_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_lean_disgust.wav,lean,disgust,oaf,disgust,OAF_disgust,OAF_lean_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_merge_disgust.wav,merge,disgust,oaf,disgust,OAF_disgust,OAF_merge_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_which_fear.wav,which,fear,oaf,fear,OAF_Fear,OAF_which_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_lore_disgust.wav,lore,disgust,oaf,disgust,OAF_disgust,OAF_lore_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_juice_fear.wav,juice,fear,oaf,fear,OAF_Fear,OAF_juice_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_tire_fear.wav,tire,fear,oaf,fear,OAF_Fear,OAF_tire_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_chief_ps.wav,chief,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_chief_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_should_happy.wav,should,happiness,oaf,happy,OAF_happy,OAF_should_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\YAF_pleasant_surprised\YAF_youth_ps.wav,youth,surprise,yaf,pleasant_surprised,YAF_pleasant_surprised,YAF_youth_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_raid_angry.wav,raid,anger,oaf,angry,OAF_angry,OAF_raid_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_germ_ps.wav,germ,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_germ_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_raise_disgust.wav,raise,disgust,oaf,disgust,OAF_disgust,OAF_raise_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_disgust\OAF_pick_disgust.wav,pick,disgust,oaf,disgust,OAF_disgust,OAF_pick_disgust.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_half_happy.wav,half,happiness,oaf,happy,OAF_happy,OAF_half_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_near_ps.wav,near,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_near_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_numb_happy.wav,numb,happiness,oaf,happy,OAF_happy,OAF_numb_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_red_angry.wav,red,anger,oaf,angry,OAF_angry,OAF_red_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_juice_sad.wav,juice,sadness,oaf,sad,OAF_Sad,OAF_juice_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_king_fear.wav,king,fear,oaf,fear,OAF_Fear,OAF_king_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_boat_neutral.wav,boat,neutral,oaf,neutral,OAF_neutral,OAF_boat_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_doll_fear.wav,doll,fear,oaf,fear,OAF_Fear,OAF_doll_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_mode_sad.wav,mode,sadness,oaf,sad,OAF_Sad,OAF_mode_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_dime_happy.wav,dime,happiness,oaf,happy,OAF_happy,OAF_dime_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_young_fear.wav,young,fear,oaf,fear,OAF_Fear,OAF_young_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_young_ps.wav,young,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_young_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_soup_angry.wav,soup,anger,oaf,angry,OAF_angry,OAF_soup_angry.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_tire_neutral.wav,tire,neutral,oaf,neutral,OAF_neutral,OAF_tire_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\YAF_fear\YAF_lose_fear.wav,lose,fear,yaf,fear,YAF_fear,YAF_lose_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_week_happy.wav,week,happiness,oaf,happy,OAF_happy,OAF_week_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_young_happy.wav,young,happiness,oaf,happy,OAF_happy,OAF_young_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_luck_happy.wav,luck,happiness,oaf,happy,OAF_happy,OAF_luck_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_jug_sad.wav,jug,sadness,oaf,sad,OAF_Sad,OAF_jug_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_pain_neutral.wav,pain,neutral,oaf,neutral,OAF_neutral,OAF_pain_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_pearl_ps.wav,pearl,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_pearl_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_neutral\OAF_rough_neutral.wav,rough,neutral,oaf,neutral,OAF_neutral,OAF_rough_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_happy\OAF_calm_happy.wav,calm,happiness,oaf,happy,OAF_happy,OAF_calm_happy.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Pleasant_surprise\OAF_turn_ps.wav,turn,surprise,oaf,pleasant_surprise,OAF_Pleasant_surprise,OAF_turn_ps.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\YAF_neutral\YAF_lose_neutral.wav,lose,neutral,yaf,neutral,YAF_neutral,YAF_lose_neutral.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\YAF_sad\YAF_perch_sad.wav,perch,sadness,yaf,sad,YAF_sad,YAF_perch_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Fear\OAF_fall_fear.wav,fall,fear,oaf,fear,OAF_Fear,OAF_fall_fear.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_Sad\OAF_five_sad.wav,five,sadness,oaf,sad,OAF_Sad,OAF_five_sad.wav,TESS
D:\Savio Shaju\Multimodal Emotion Recognition\dataset\OAF_angry\OAF_make_angry.wav,make,anger,oaf,angry,OAF_angry,OAF_make_angry.wav,TESS
